date,lottery,full_number,last_3,digit_1,digit_2,digit_3,day_of_week,day,month,lag_d1_1,lag_d2_1,lag_d3_1,lag_d1_2,lag_d2_2,lag_d3_2,lag_d1_3,lag_d2_3,lag_d3_3,lag_d1_4,lag_d2_4,lag_d3_4,lag_d1_5,lag_d2_5,lag_d3_5,delta_d1_1,delta_d2_1,delta_d3_1,delta_d1_2,delta_d2_2,delta_d3_2,delta_d1_3,delta_d2_3,delta_d3_3,roll_d1,roll_d2,roll_d3,dist_d1,dist_d2,dist_d3,is_even_d1,is_even_d2,is_even_d3
2026-02-18,Dhanalekshmi,809210,210,2,1,0,2,18,2,9.0,8.0,5.0,3.0,0.0,7.0,3.0,3.0,0.0,4.0,6.0,2.0,6.0,6.0,5.0,6.0,8.0,-2.0,0.0,-3.0,7.0,-1.0,-3.0,-2.0,4.6,3.3,3.2,4.4,4.7,1.7999999999999998,0,1,0
2026-02-19,Karunya Plus,785815,815,8,1,5,3,19,2,2.0,1.0,0.0,9.0,8.0,5.0,3.0,0.0,7.0,3.0,3.0,0.0,4.0,6.0,2.0,-7.0,-7.0,-5.0,6.0,8.0,-2.0,0.0,-3.0,7.0,4.8,2.8,2.9,-2.8,-1.7999999999999998,-2.9,1,0,1
2026-02-20,Suvarna Keralam,245689,689,6,8,9,4,20,2,8.0,1.0,5.0,2.0,1.0,0.0,9.0,8.0,5.0,3.0,0.0,7.0,3.0,3.0,0.0,6.0,0.0,5.0,-7.0,-7.0,-5.0,6.0,8.0,-2.0,4.7,2.7,2.7,3.3,-1.7000000000000002,2.3,1,0,0
2026-02-21,Karunya,668293,293,2,9,3,5,21,2,6.0,8.0,9.0,8.0,1.0,5.0,2.0,1.0,0.0,9.0,8.0,5.0,3.0,0.0,7.0,-2.0,7.0,4.0,6.0,0.0,5.0,-7.0,-7.0,-5.0,4.6,3.4,3.4,1.4000000000000004,4.6,5.6,1,1,0
2026-02-22,Samrudhi,310268,268,2,6,8,6,22,2,2.0,9.0,3.0,6.0,8.0,9.0,8.0,1.0,5.0,2.0,1.0,0.0,9.0,8.0,5.0,-4.0,1.0,-6.0,-2.0,7.0,4.0,6.0,0.0,5.0,4.3,4.2,3.7,-2.3,4.8,-0.7000000000000002,1,0,0
2026-02-23,Bhagyathara,826940,940,9,4,0,0,23,2,2.0,6.0,8.0,2.0,9.0,3.0,6.0,8.0,9.0,8.0,1.0,5.0,2.0,1.0,0.0,0.0,-3.0,5.0,-4.0,1.0,-6.0,-2.0,7.0,4.0,4.5,4.8,4.4,-2.5,1.2000000000000002,3.5999999999999996,1,1,1
2026-02-24,Sthree Sakthi,543647,647,6,4,7,1,24,2,9.0,4.0,0.0,2.0,6.0,8.0,2.0,9.0,3.0,6.0,8.0,9.0,8.0,1.0,5.0,7.0,-2.0,-8.0,0.0,-3.0,5.0,-4.0,1.0,-6.0,4.8,4.6,3.9,4.2,-0.5999999999999996,-3.9,0,1,1
2026-02-25,Dhanalekshmi,500865,865,8,6,5,2,25,2,6.0,4.0,7.0,9.0,4.0,0.0,2.0,6.0,8.0,2.0,9.0,3.0,6.0,8.0,9.0,-3.0,0.0,7.0,7.0,-2.0,-8.0,0.0,-3.0,5.0,5.0,4.4,4.4,1.0,-0.40000000000000036,2.5999999999999996,1,1,0
2026-02-26,Karunya Plus,650286,286,2,8,6,3,26,2,8.0,6.0,5.0,6.0,4.0,7.0,9.0,4.0,0.0,2.0,6.0,8.0,2.0,9.0,3.0,2.0,2.0,-2.0,-3.0,0.0,7.0,7.0,-2.0,-8.0,5.5,4.7,4.9,2.5,1.2999999999999998,0.09999999999999964,1,1,0
2026-02-27,Suvarna Keralam,161862,862,8,6,2,4,27,2,2.0,8.0,6.0,8.0,6.0,5.0,6.0,4.0,7.0,9.0,4.0,0.0,2.0,6.0,8.0,-6.0,2.0,1.0,2.0,2.0,-2.0,-3.0,0.0,7.0,5.4,5.5,4.8,-3.4000000000000004,2.5,1.2000000000000002,1,1,1
2026-02-28,Karunya,333913,913,9,1,3,5,28,2,8.0,6.0,2.0,2.0,8.0,6.0,8.0,6.0,5.0,6.0,4.0,7.0,9.0,4.0,0.0,6.0,-2.0,-4.0,-6.0,2.0,1.0,2.0,2.0,-2.0,5.3,5.3,4.5,2.7,0.7000000000000002,-2.5,1,1,1
2026-03-01,SAMRUDHI,587789,789,7,8,9,6,1,3,9.0,1.0,3.0,8.0,6.0,2.0,2.0,8.0,6.0,8.0,6.0,5.0,6.0,4.0,7.0,1.0,-5.0,1.0,6.0,-2.0,-4.0,-6.0,2.0,1.0,6.0,5.3,4.8,3.0,-4.3,-1.7999999999999998,0,0,0
2026-03-02,Bhagyathara,177692,692,6,9,2,0,2,3,7.0,8.0,9.0,9.0,1.0,3.0,8.0,6.0,2.0,2.0,8.0,6.0,8.0,6.0,5.0,-2.0,7.0,6.0,1.0,-5.0,1.0,6.0,-2.0,-4.0,5.9,6.0,5.2,1.0999999999999996,2.0,3.8,0,1,0
2026-03-03,Sthree Sakthi,765596,596,5,9,6,1,3,3,6.0,9.0,2.0,7.0,8.0,9.0,9.0,1.0,3.0,8.0,6.0,2.0,2.0,8.0,6.0,-1.0,1.0,-7.0,-2.0,7.0,6.0,1.0,-5.0,1.0,5.9,6.1,4.5,0.09999999999999964,2.9000000000000004,-2.5,1,0,1
2026-03-04,Dhanalekshmi,274794,794,7,9,4,2,4,3,5.0,9.0,6.0,6.0,9.0,2.0,7.0,8.0,9.0,9.0,1.0,3.0,8.0,6.0,2.0,-1.0,0.0,4.0,-1.0,1.0,-7.0,-2.0,7.0,6.0,6.2,6.1,4.8,-1.2000000000000002,2.9000000000000004,1.2000000000000002,0,0,1
2026-03-05,Karunya Plus,855885,885,8,8,5,3,5,3,7.0,9.0,4.0,5.0,9.0,6.0,6.0,9.0,2.0,7.0,8.0,9.0,9.0,1.0,3.0,2.0,0.0,-2.0,-1.0,0.0,4.0,-1.0,1.0,-7.0,6.7,6.4,4.4,0.2999999999999998,2.5999999999999996,-0.40000000000000036,0,0,1
2026-03-06,Suvarna Keralam,607844,844,8,4,4,4,6,3,8.0,8.0,5.0,7.0,9.0,4.0,5.0,9.0,6.0,6.0,9.0,2.0,7.0,8.0,9.0,1.0,-1.0,1.0,2.0,0.0,-2.0,-1.0,0.0,4.0,6.6,6.8,4.9,1.4000000000000004,1.2000000000000002,0.09999999999999964,1,1,0
2026-03-07,Karunya,527791,791,7,9,1,5,7,3,8.0,4.0,4.0,8.0,8.0,5.0,7.0,9.0,4.0,5.0,9.0,6.0,6.0,9.0,2.0,0.0,-4.0,-1.0,1.0,-1.0,1.0,2.0,0.0,-2.0,6.8,6.8,4.6,1.2000000000000002,-2.8,-0.5999999999999996,1,1,1
2026-03-08,Samrudhi,265184,184,1,8,4,6,8,3,7.0,9.0,1.0,8.0,4.0,4.0,8.0,8.0,5.0,7.0,9.0,4.0,5.0,9.0,6.0,-1.0,5.0,-3.0,0.0,-4.0,-1.0,1.0,-1.0,1.0,6.7,7.1,4.2,0.2999999999999998,1.9000000000000004,-3.2,0,0,0
2026-03-09,Bhagyathara,705299,299,2,9,9,0,9,3,1.0,8.0,4.0,7.0,9.0,1.0,8.0,4.0,4.0,8.0,8.0,5.0,7.0,9.0,4.0,-6.0,-1.0,3.0,-1.0,5.0,-3.0,0.0,-4.0,-1.0,6.6,7.1,4.0,-5.6,0.9000000000000004,0.0,0,1,1
2026-03-10,STHREE SAKTHI,224420,420,4,2,0,1,10,3,2.0,9.0,9.0,1.0,8.0,4.0,7.0,9.0,1.0,8.0,4.0,4.0,8.0,8.0,5.0,1.0,1.0,5.0,-6.0,-1.0,3.0,-1.0,5.0,-3.0,6.0,7.4,4.7,-4.0,1.5999999999999996,4.3,1,0,0
2026-03-11,Dhanalekshmi,543799,799,7,9,9,2,11,3,4.0,2.0,0.0,2.0,9.0,9.0,1.0,8.0,4.0,7.0,9.0,1.0,8.0,4.0,4.0,2.0,-7.0,-9.0,1.0,1.0,5.0,-6.0,-1.0,3.0,5.5,7.5,4.4,-1.5,-5.5,-4.4,1,1,1
2026-03-12,Karunya Plus,306349,349,3,4,9,3,12,3,7.0,9.0,9.0,4.0,2.0,0.0,2.0,9.0,9.0,1.0,8.0,4.0,7.0,9.0,1.0,3.0,7.0,9.0,2.0,-7.0,-9.0,1.0,1.0,5.0,5.5,7.6,4.4,1.5,1.4000000000000004,4.6,0,0,0
2026-03-13,Suvarna Keralam,520875,875,8,7,5,4,13,3,3.0,4.0,9.0,7.0,9.0,9.0,4.0,2.0,0.0,2.0,9.0,9.0,1.0,8.0,4.0,-4.0,-5.0,0.0,3.0,7.0,9.0,2.0,-7.0,-9.0,5.2,7.1,5.1,-2.2,-3.0999999999999996,3.9000000000000004,0,1,0
2026-03-14,Karunya,569383,383,3,8,3,5,14,3,8.0,7.0,5.0,3.0,4.0,9.0,7.0,9.0,9.0,4.0,2.0,0.0,2.0,9.0,9.0,5.0,3.0,-4.0,-4.0,-5.0,0.0,3.0,7.0,9.0,5.5,6.9,5.0,2.5,0.09999999999999964,0.0,1,0,0
